Time,Altitude,Total Velocity,Total Acceleration,Mach Number,Air Pressure,Local Speed of Sound
45.971,53779,201.37,10.111,0.68301,77.599,297.06
46.021,53808,200.93,10.11,0.68139,77.49,297.06
46.071,53837,200.48,10.109,0.67984,77.382,297.06
46.121,53865,200.03,10.107,0.67856,77.274,297.06
46.171,53894,199.58,10.104,0.67729,77.166,297.06
46.221,53923,199.14,10.103,0.67571,77.058,297.06
46.271,53951,198.69,10.102,0.67414,76.951,297.06
46.321,53980,198.24,10.1,0.67283,76.845,297.06
46.371,54008,197.8,10.097,0.67167,76.738,297.06
46.421,54036,197.35,10.094,0.67046,76.632,297.06
46.471,54065,196.91,10.092,0.66915,76.526,297.06
46.521,54093,196.46,10.09,0.66768,76.42,297.06
46.571,54121,196.02,10.09,0.66592,76.315,297.06
46.621,54149,195.58,10.089,0.66406,76.21,297.06
46.671,54177,195.13,10.088,0.66245,76.105,297.06
46.721,54204,194.69,10.086,0.66113,76.001,297.06
46.771,54232,194.25,10.083,0.65986,75.897,297.06
46.821,54260,193.8,10.08,0.65878,75.793,297.06
46.871,54287,193.36,10.077,0.65745,75.69,297.06
46.921,54315,192.92,10.076,0.65587,75.587,297.06
46.971,54342,192.48,10.075,0.65422,75.484,297.06
47.021,54370,192.04,10.072,0.65293,75.382,297.06
47.071,54397,191.6,10.069,0.65168,75.279,297.06
47.121,54424,191.16,10.067,0.65033,75.178,297.06
47.171,54451,190.72,10.065,0.64893,75.076,297.06
47.221,54478,190.28,10.063,0.6473,74.981,297.06
47.271,54505,189.85,10.062,0.6457,74.888,297.06
47.321,54532,189.41,10.059,0.64445,74.795,297.06
47.371,54558,188.97,10.057,0.64286,74.702,297.06
47.421,54585,188.53,10.056,0.64106,74.61,297.06
47.471,54612,188.1,10.054,0.63951,74.518,297.06
47.521,54638,187.66,10.052,0.63812,74.426,297.06
47.571,54664,187.23,10.049,0.63676,74.334,297.06
47.621,54691,186.79,10.047,0.63524,74.243,297.06
47.671,54717,186.36,10.046,0.63355,74.152,297.06
47.721,54743,185.92,10.043,0.63213,74.061,297.06
47.771,54769,185.49,10.041,0.6305,73.971,297.06
47.821,54795,185.05,10.041,0.62861,73.881,297.06
47.871,54821,184.62,10.039,0.62696,73.791,297.06
47.921,54847,184.19,10.037,0.6254,73.701,297.06
47.971,54873,183.76,10.035,0.62376,73.612,297.06
48.021,54898,183.32,10.032,0.62253,73.523,297.06
48.071,54924,182.89,10.029,0.6212,73.434,297.06
48.121,54949,182.46,10.026,0.61976,73.346,297.06
48.171,54975,182.03,10.023,0.61839,73.258,297.06
48.221,55000,181.6,10.021,0.6169,73.17,297.06
48.271,55025,181.17,10.018,0.61547,73.082,297.06
48.321,55050,180.75,10.016,0.61391,72.995,297.06
48.371,55075,180.32,10.014,0.61219,72.908,297.06
48.421,55100,179.89,10.011,0.61088,72.821,297.06
48.471,55125,179.46,10.008,0.60961,72.735,297.06
48.521,55150,179.03,10.006,0.6081,72.649,297.06
48.571,55175,178.61,10.003,0.60657,72.563,297.06
48.621,55200,178.18,10,0.60523,72.477,297.06
48.671,55224,177.76,9.9973,0.6039,72.392,297.06
48.721,55249,177.33,9.9942,0.60265,72.307,297.06
48.771,55273,176.91,9.9905,0.60158,72.222,297.06
48.821,55297,176.48,9.9882,0.60006,72.138,297.06
48.871,55322,176.06,9.9859,0.59853,72.054,297.06
48.921,55346,175.64,9.9831,0.59723,71.97,297.06
48.971,55370,175.21,9.98,0.59602,71.886,297.06
49.021,55394,174.79,9.9773,0.59465,71.803,297.06
49.071,55418,174.37,9.9753,0.59304,71.72,297.06
49.121,55442,173.95,9.9733,0.59146,71.637,297.06
49.171,55466,173.53,9.9712,0.58989,71.555,297.06
49.221,55489,173.11,9.969,0.58835,71.473,297.06
49.271,55513,172.69,9.9663,0.58702,71.391,297.06
49.321,55536,172.27,9.9629,0.58593,71.309,297.06
49.371,55560,171.85,9.9594,0.58491,71.228,297.06
49.421,55583,171.43,9.9567,0.58357,71.147,297.06
49.471,55606,171.02,9.9549,0.58194,71.066,297.06
49.521,55630,170.6,9.953,0.58037,70.986,297.06
49.571,55653,170.18,9.9501,0.57913,70.905,297.06
49.621,55676,169.77,9.9472,0.57793,70.826,297.06
49.671,55699,169.35,9.9444,0.57668,70.746,297.06
49.721,55722,168.94,9.9427,0.57508,70.667,297.06
49.771,55744,168.52,9.9406,0.5736,70.588,297.06
49.821,55767,168.11,9.9379,0.57235,70.509,297.06
49.871,55790,167.7,9.9356,0.57096,70.43,297.06
49.921,55812,167.28,9.9335,0.56955,70.352,297.06
49.971,55835,166.87,9.9311,0.56822,70.274,297.06
50.021,55857,166.46,9.9292,0.56672,70.197,297.06
50.071,55879,166.05,9.9275,0.5652,70.119,297.06
50.121,55902,165.64,9.9264,0.56348,70.042,297.06
50.171,55924,165.23,9.9248,0.56192,69.965,297.06
50.221,55946,164.82,9.9233,0.56034,69.889,297.06
50.271,55968,164.41,9.9215,0.55888,69.813,297.06
50.321,55990,164,9.9197,0.55744,69.737,297.06
50.371,56011,163.59,9.9184,0.55584,69.661,297.06
50.421,56033,163.18,9.9152,0.5549,69.586,297.06
50.471,56055,162.78,9.9125,0.55379,69.511,297.06
50.521,56076,162.37,9.9108,0.55235,69.436,297.06
50.571,56098,161.97,9.9088,0.55103,69.362,297.06
50.621,56119,161.56,9.9074,0.54952,69.293,297.06
50.671,56141,161.16,9.9059,0.54809,69.225,297.06
50.721,56162,160.75,9.9046,0.54656,69.157,297.06
50.771,56183,160.35,9.9022,0.54545,69.089,297.06
50.821,56204,159.95,9.8994,0.54448,69.021,297.06
50.871,56225,159.55,9.8981,0.54301,68.954,297.06
50.921,56246,159.14,9.8969,0.54151,68.887,297.06
50.971,56267,158.74,9.8952,0.54019,68.82,297.06
51.021,56288,158.34,9.894,0.53874,68.754,297.06
51.071,56308,157.94,9.8926,0.53735,68.687,297.06
51.121,56329,157.54,9.8911,0.536,68.621,297.06
51.171,56349,157.15,9.8902,0.53448,68.556,297.06
51.221,56370,156.75,9.8887,0.53315,68.49,297.06
51.271,56390,156.35,9.8866,0.53206,68.425,297.06
51.321,56410,155.95,9.8853,0.53072,68.36,297.06
51.371,56431,155.56,9.8844,0.52923,68.295,297.06
51.421,56451,155.16,9.8832,0.52789,68.231,297.06
51.471,56471,154.77,9.8815,0.52672,68.167,297.06
51.521,56491,154.37,9.8799,0.52551,68.103,297.06
51.571,56511,153.98,9.8788,0.52417,68.039,297.06
51.621,56530,153.59,9.8775,0.52287,67.976,297.06
51.671,56550,153.2,9.8764,0.52155,67.912,297.06
51.721,56570,152.81,9.8749,0.52038,67.849,297.06
51.771,56589,152.41,9.8735,0.51917,67.787,297.06
51.821,56609,152.02,9.873,0.51767,67.724,297.06
51.871,56628,151.64,9.8715,0.51653,67.662,297.06
51.921,56647,151.25,9.8703,0.51529,67.6,297.06
51.971,56667,150.86,9.8693,0.51401,67.539,297.06
52.021,56686,150.47,9.8677,0.51297,67.478,297.06
52.071,56705,150.08,9.8658,0.51204,67.416,297.06
52.121,56724,149.7,9.8651,0.51068,67.356,297.06
52.171,56743,149.31,9.8654,0.50897,67.295,297.06
52.221,56761,148.93,9.8647,0.5076,67.235,297.06
52.271,56780,148.54,9.8631,0.50661,67.175,297.06
52.321,56799,148.16,9.8617,0.50558,67.115,297.06
52.371,56817,147.78,9.8613,0.50415,67.055,297.06
52.421,56836,147.4,9.8607,0.50284,66.996,297.06
52.471,56854,147.02,9.8596,0.50169,66.937,297.06
52.521,56873,146.64,9.859,0.50041,66.878,297.06
52.571,56891,146.26,9.8587,0.49899,66.82,297.06
52.621,56909,145.88,9.8577,0.49786,66.762,297.06
52.671,56927,145.5,9.8565,0.49682,66.704,297.06
52.721,56945,145.12,9.8557,0.49562,66.646,297.06
52.771,56963,144.75,9.8546,0.49456,66.589,297.06
52.821,56981,144.37,9.854,0.49333,66.531,297.06
52.871,56999,144,9.8537,0.49195,66.474,297.06
52.921,57016,143.62,9.8531,0.49072,66.418,297.06
52.971,57034,143.25,9.8536,0.48906,66.361,297.06
53.021,57051,142.87,9.8534,0.48767,66.305,297.06
53.071,57069,142.5,9.8524,0.48663,66.249,297.06
53.121,57086,142.13,9.8516,0.4855,66.194,297.06
53.171,57103,141.76,9.8509,0.48436,66.138,297.06
53.221,57121,141.39,9.8506,0.48306,66.083,297.06
53.271,57138,141.02,9.8493,0.48215,66.028,297.06
53.321,57155,140.66,9.8489,0.48089,65.974,297.06
53.371,57172,140.29,9.8492,0.47933,65.919,297.06
53.421,57189,139.92,9.8484,0.47827,65.865,297.06
53.471,57205,139.56,9.8477,0.47716,65.811,297.06
53.521,57222,139.19,9.8473,0.47591,65.758,297.06
53.571,57239,138.83,9.8469,0.47471,65.705,297.06
53.621,57255,138.47,9.8464,0.47351,65.652,297.06
53.671,57272,138.1,9.8459,0.47232,65.599,297.06
53.721,57288,137.74,9.8449,0.4714,65.546,297.06
53.771,57304,137.38,9.8451,0.46989,65.494,297.06
53.821,57321,137.02,9.845,0.46852,65.442,297.06
53.871,57337,136.66,9.8445,0.46737,65.39,297.06
53.921,57353,136.31,9.8443,0.46602,65.339,297.06
53.971,57369,135.95,9.8434,0.46508,65.287,297.06
54.021,57385,135.59,9.8429,0.46394,65.236,297.06
54.071,57400,135.24,9.8423,0.4628,65.186,297.06
54.121,57416,134.89,9.8418,0.46169,65.135,297.06
54.171,57432,134.53,9.8413,0.46053,65.085,297.06
54.221,57447,134.18,9.8411,0.45921,65.035,297.06
54.271,57463,133.83,9.8415,0.45755,64.985,297.06
54.321,57478,133.48,9.8413,0.45627,64.936,297.06
54.371,57494,133.13,9.841,0.455,64.887,297.06
54.421,57509,132.78,9.8404,0.45386,64.838,297.06
54.471,57524,132.43,9.8393,0.45307,64.789,297.06
54.521,57539,132.09,9.8387,0.45197,64.741,297.06
54.571,57554,131.74,9.8384,0.4507,64.693,297.06
54.621,57569,131.4,9.8379,0.44957,64.645,297.06
54.671,57584,131.05,9.8372,0.44853,64.597,297.06
54.721,57599,130.71,9.8362,0.44771,64.55,297.06
54.771,57613,130.37,9.8358,0.44646,64.503,297.06
54.821,57628,130.03,9.8354,0.44525,64.456,297.06
54.871,57643,129.69,9.8352,0.44395,64.409,297.06
54.921,57657,129.35,9.835,0.44259,64.363,297.06
54.971,57671,129.01,9.8344,0.44151,64.317,297.06
55.021,57686,128.68,9.8338,0.4404,64.271,297.06
55.071,57700,128.34,9.8332,0.43928,64.226,297.06
55.121,57714,128.01,9.8328,0.43805,64.18,297.06
55.171,57728,127.67,9.832,0.43709,64.135,297.06
55.221,57742,127.34,9.8311,0.43622,64.092,297.06
55.271,57756,127.01,9.8303,0.43524,64.051,297.06
55.321,57770,126.68,9.8302,0.43378,64.01,297.06
55.371,57783,126.35,9.8301,0.43239,63.969,297.06
55.421,57797,126.02,9.829,0.43164,63.929,297.06
55.471,57811,125.7,9.828,0.43086,63.889,297.06
55.521,57824,125.37,9.8277,0.42955,63.849,297.06
55.571,57838,125.05,9.8272,0.42838,63.809,297.06
55.621,57851,124.72,9.8259,0.42781,63.77,297.06
55.671,57864,124.4,9.8252,0.42676,63.73,297.06
55.721,57877,124.08,9.8251,0.42529,63.692,297.06
55.771,57890,123.76,9.8247,0.42408,63.653,297.06
55.821,57903,123.44,9.824,0.42301,63.614,297.06
55.871,57916,123.12,9.8236,0.42182,63.576,297.06
55.921,57929,122.81,9.8222,0.42127,63.538,297.06
55.971,57942,122.49,9.8214,0.42032,63.5,297.06
56.021,57954,122.18,9.8205,0.41947,63.463,297.06
56.071,57967,121.87,9.8194,0.41871,63.425,297.06
56.121,57980,121.55,9.8186,0.4178,63.388,297.06
56.171,57992,121.24,9.818,0.41667,63.351,297.06
56.221,58004,120.93,9.8173,0.41563,63.315,297.06
56.271,58017,120.63,9.8163,0.41485,63.278,297.06
56.321,58029,120.32,9.8156,0.41376,63.242,297.06
56.371,58041,120.01,9.8153,0.41244,63.206,297.06
56.421,58053,119.71,9.8148,0.41122,63.171,297.06
56.471,58065,119.41,9.8141,0.41018,63.135,297.06
56.521,58077,119.11,9.8133,0.40925,63.1,297.06
56.571,58089,118.8,9.8127,0.40812,63.065,297.06
56.621,58100,118.51,9.8121,0.40701,63.031,297.06
56.671,58112,118.21,9.8109,0.40637,62.996,297.06
56.721,58123,117.91,9.8096,0.40579,62.962,297.06
56.771,58135,117.62,9.809,0.40467,62.928,297.06
56.821,58146,117.32,9.8088,0.4032,62.894,297.06
56.871,58158,117.03,9.8085,0.40185,62.861,297.06
56.921,58169,116.74,9.8077,0.40085,62.827,297.06
56.971,58180,116.45,9.8065,0.40026,62.794,297.06
57.021,58191,116.16,9.8047,0.40005,62.762,297.06
57.071,58202,115.87,9.8035,0.39945,62.729,297.06
57.121,58213,115.59,9.8034,0.39792,62.697,297.06
57.171,58224,115.3,9.8033,0.39632,62.665,297.06
57.221,58235,115.02,9.803,0.39497,62.633,297.06
57.271,58245,114.74,9.802,0.39415,62.601,297.06
57.321,58256,114.46,9.801,0.39331,62.57,297.06
57.371,58266,114.18,9.8002,0.39236,62.539,297.06
57.421,58277,113.91,9.7993,0.39145,62.508,297.06
57.471,58287,113.63,9.7991,0.38999,62.477,297.06
57.521,58297,113.36,9.7978,0.38942,62.447,297.06
57.571,58307,113.08,9.7962,0.38912,62.417,297.06
57.621,58318,112.81,9.7951,0.38835,62.387,297.06
57.671,58328,112.54,9.7939,0.38772,62.357,297.06
57.721,58338,112.28,9.7926,0.38717,62.328,297.06
57.771,58347,112.01,9.7919,0.3861,62.298,297.06
57.821,58357,111.74,9.7911,0.38512,62.269,297.06
57.871,58367,111.48,9.7899,0.38447,62.241,297.06
57.921,58376,111.22,9.7889,0.38372,62.212,297.06
57.971,58386,110.96,9.7881,0.38277,62.184,297.06
58.021,58395,110.7,9.7869,0.3821,62.156,297.06
58.071,58405,110.44,9.7859,0.3813,62.128,297.06
58.121,58414,110.19,9.785,0.38042,62.101,297.06
58.171,58423,109.93,9.7841,0.37957,62.073,297.06
58.221,58433,109.68,9.7832,0.37866,62.046,297.06
58.271,58442,109.43,9.7828,0.37737,62.019,297.06
58.321,58451,109.18,9.782,0.37643,61.993,297.06
58.371,58459,108.93,9.7806,0.37591,61.966,297.06
58.421,58468,108.69,9.7795,0.37527,61.94,297.06
58.471,58477,108.45,9.7786,0.37433,61.914,297.06
58.521,58486,108.2,9.7779,0.37337,61.889,297.06
58.571,58494,107.96,9.7773,0.37226,61.863,297.06
58.621,58503,107.72,9.7766,0.37118,61.838,297.06
58.671,58511,107.49,9.7756,0.3704,61.813,297.06
58.721,58519,107.25,9.7743,0.36988,61.789,297.06
58.771,58528,107.02,9.7738,0.36868,61.764,297.06
58.821,58536,106.79,9.7732,0.36761,61.74,297.06
58.871,58544,106.56,9.7716,0.36736,61.716,297.06
58.921,58552,106.33,9.7702,0.36697,61.692,297.06
58.971,58560,106.1,9.7693,0.36612,61.669,297.06
59.021,58568,105.88,9.7686,0.36509,61.645,297.06
59.071,58576,105.65,9.7679,0.36406,61.622,297.06
59.121,58583,105.43,9.7667,0.3635,61.6,297.06
59.171,58591,105.21,9.7656,0.36289,61.577,297.06
59.221,58598,104.99,9.7638,0.3628,61.555,297.06
59.271,58606,104.78,9.7623,0.36255,61.533,297.06
59.321,58613,104.56,9.7624,0.36091,61.511,297.06
59.371,58621,104.35,9.7623,0.35939,61.489,297.06
59.421,58628,104.14,9.7615,0.35851,61.468,297.06
59.471,58635,103.93,9.7606,0.35768,61.447,297.06
59.521,58642,103.73,9.7594,0.35717,61.426,297.06
59.571,58649,103.52,9.7584,0.35651,61.405,297.06
59.621,58656,103.32,9.7576,0.35563,61.385,297.06
59.671,58663,103.12,9.757,0.35461,61.365,297.06
59.721,58669,102.92,9.7558,0.35413,61.345,297.06
59.771,58676,102.73,9.7544,0.35379,61.325,297.06
59.821,58683,102.53,9.7536,0.353,61.305,297.06
59.871,58689,102.34,9.752,0.35288,61.286,297.06
59.921,58695,102.15,9.7506,0.35256,61.267,297.06
59.971,58702,101.96,9.7494,0.35207,61.248,297.06
60.021,58708,101.77,9.7487,0.35123,61.23,297.06
60.071,58714,101.59,9.7476,0.35072,61.212,297.06
60.121,58720,101.41,9.7463,0.35038,61.194,297.06
60.171,58726,101.22,9.7455,0.34956,61.176,297.06
60.221,58732,101.05,9.7446,0.34896,61.158,297.06
60.271,58738,100.87,9.7429,0.34896,61.141,297.06
60.321,58744,100.7,9.7416,0.34867,61.124,297.06
60.371,58750,100.52,9.7406,0.34813,61.107,297.06
60.421,58755,100.35,9.7393,0.34791,61.09,297.06
60.471,58761,100.18,9.7383,0.34737,61.074,297.06
60.521,58766,100.02,9.7375,0.34671,61.058,297.06
60.571,58772,99.854,9.736,0.34664,61.042,297.06
60.621,58777,99.692,9.7343,0.34682,61.026,297.06
60.671,58782,99.533,9.733,0.34667,61.011,297.06
60.721,58787,99.375,9.7322,0.34602,60.995,297.06
60.771,58792,99.219,9.7318,0.34512,60.98,297.06
60.821,58797,99.066,9.7316,0.34396,60.966,297.06
60.871,58802,98.915,9.7313,0.34299,60.951,297.06
60.921,58807,98.766,9.7307,0.34227,60.937,297.06
60.971,58812,98.62,9.7303,0.3413,60.923,297.06
61.021,58816,98.475,9.7295,0.34083,60.909,297.06
61.071,58821,98.333,9.7287,0.34029,60.896,297.06
61.121,58825,98.193,9.7278,0.33994,60.882,297.06
61.171,58830,98.055,9.7269,0.3396,60.869,297.06
61.221,58834,97.92,9.7261,0.33918,60.856,297.06
61.271,58838,97.786,9.7249,0.33914,60.844,297.06
61.321,58843,97.655,9.7234,0.33945,60.831,297.06
61.371,58847,97.526,9.7223,0.33936,60.819,297.06
61.421,58851,97.4,9.7219,0.33869,60.807,297.06
61.471,58855,97.276,9.721,0.33843,60.796,297.06
61.521,58858,97.154,9.7198,0.33858,60.784,297.06
61.571,58862,97.034,9.7187,0.33864,60.773,297.06
61.621,58866,96.917,9.7181,0.33819,60.762,297.06
61.671,58870,96.802,9.7181,0.33721,60.751,297.06
61.721,58873,96.689,9.718,0.33628,60.741,297.06
61.771,58877,96.579,9.7175,0.33579,60.731,297.06
61.821,58880,96.471,9.7166,0.33585,60.721,297.06
61.871,58883,96.365,9.7152,0.33643,60.711,297.06
61.921,58886,96.262,9.7142,0.33654,60.701,297.06
61.971,58890,96.161,9.7137,0.3363,60.692,297.06
62.021,58893,96.062,9.7132,0.33591,60.683,297.06
62.071,58896,95.966,9.7128,0.33553,60.674,297.06
62.121,58899,95.872,9.7126,0.33496,60.665,297.06
62.171,58901,95.781,9.7128,0.33392,60.657,297.06
62.221,58904,95.692,9.7129,0.33309,60.649,297.06
62.271,58907,95.605,9.7127,0.3325,60.641,297.06
62.321,58909,95.521,9.7124,0.33219,60.633,297.06
62.371,58912,95.439,9.7119,0.33212,60.626,297.06
62.421,58914,95.36,9.7115,0.33187,60.619,297.06
62.471,58917,95.283,9.711,0.33195,60.612,297.06
62.521,58919,95.208,9.7105,0.332,60.605,297.06
62.571,58921,95.136,9.7104,0.3315,60.599,297.06
62.621,58923,95.067,9.7102,0.33121,60.592,297.06
62.671,58925,94.999,9.71,0.33101,60.586,297.06
62.721,58927,94.935,9.7098,0.33076,60.581,297.06
62.771,58929,94.872,9.7095,0.33069,60.575,297.06
62.821,58931,94.813,9.7094,0.33053,60.57,297.06
62.871,58932,94.755,9.7095,0.32993,60.565,297.06
62.921,58934,94.701,9.7096,0.32938,60.56,297.06
62.971,58936,94.648,9.7097,0.32879,60.555,297.06
63.021,58937,94.598,9.7099,0.3282,60.551,297.06
63.071,58939,94.551,9.7097,0.32831,60.547,297.06
63.121,58940,94.506,9.7094,0.32849,60.543,297.06
63.171,58941,94.464,9.7093,0.32866,60.539,297.06
63.221,58942,94.424,9.7093,0.32856,60.536,297.06
63.271,58943,94.387,9.7094,0.32818,60.533,297.06
63.321,58944,94.352,9.7095,0.32796,60.53,297.06
63.371,58945,94.319,9.7096,0.32764,60.527,297.06
63.421,58946,94.29,9.7099,0.32698,60.525,297.06
