Time,Altitude,Total Velocity,Total Acceleration,Mach Number,Air Pressure,Local Speed of Sound
0,0,0,8.3603,0.010707,855.98,334.87
0.01,0,0,5.9274,0.010741,855.98,334.87
0.02,0,0,4.1584,0.010774,855.98,334.87
0.03,0,0,2.4088,0.010808,855.98,334.87
0.04,0,0,0.6588,0.010841,855.98,334.87
0.05,0,0,1.0917,0.010875,855.98,334.87
0.06,1.7824e-4,0.010927,2.8425,0.010913,855.98,334.87
0.07,9.9869e-4,0.039365,4.5938,0.010958,855.98,334.87
0.08,0.0030328,0.085318,6.3455,0.01101,855.98,334.87
0.09,0.006852,0.14879,8.0977,0.011071,855.98,334.87
0.1,0.013028,0.22978,9.8502,0.011143,855.98,334.87
0.11,0.022133,0.32831,11.603,0.011157,855.98,334.87
0.12,0.034738,0.44436,13.357,0.01119,855.97,334.87
0.13,0.051417,0.57795,15.11,0.011247,855.97,334.87
0.14,0.07274,0.72908,16.865,0.011333,855.97,334.87
0.15,0.09928,0.89775,18.619,0.011453,855.97,334.87
0.16,0.13161,1.084,20.374,0.011595,855.97,334.87
0.17,0.1703,1.2877,22.13,0.011784,855.97,334.87
0.18,0.21593,1.5091,23.886,0.012025,855.97,334.87
0.19,0.26907,1.748,25.642,0.012323,855.97,334.87
0.2,0.33029,2.1944,27.399,0.012683,855.97,334.87
0.21,0.40016,2.2785,29.156,0.01323,855.96,334.87
0.22,0.47926,2.57,30.913,0.013839,855.96,334.87
0.23,0.56816,2.8792,32.671,0.014512,855.96,334.87
0.24,0.66744,3.206,34.43,0.015249,855.95,334.87
0.25,0.77766,3.5503,36.188,0.016051,855.95,334.87
0.26,0.89941,3.9122,37.947,0.016837,855.95,334.87
0.27,1.0332,4.2918,39.707,0.017695,855.94,334.86
0.28,1.1798,4.6889,41.466,0.018625,855.94,334.86
0.29,1.3395,5.1036,43.227,0.019626,855.93,334.86
0.3,1.5131,5.5359,44.987,0.020697,855.93,334.86
0.31,1.7011,5.9858,46.748,0.021847,855.92,334.86
0.32,1.904,6.4534,48.51,0.023064,855.91,334.86
0.33,2.1225,6.9385,50.271,0.024347,855.91,334.86
0.34,2.3571,7.4413,52.033,0.025695,855.9,334.86
0.35,2.6084,7.9617,53.796,0.027108,855.89,334.86
0.36,2.8769,8.4997,55.559,0.02859,855.88,334.86
0.37,3.1633,9.0553,57.322,0.030134,855.87,334.86
0.38,3.4681,9.6286,59.085,0.03174,855.86,334.86
0.39,3.7919,10.22,60.849,0.033406,855.85,334.86
0.4,4.1353,10.828,62.605,0.035131,855.84,334.86
0.41,4.4988,11.454,63.292,0.036977,855.83,334.86
0.42,4.8829,12.087,63.248,0.038847,855.82,334.86
0.43,5.2876,12.72,63.208,0.04072,855.8,334.86
0.44,5.713,13.352,63.168,0.042595,855.79,334.86
0.45,6.1589,13.984,63.127,0.044472,855.78,334.86
0.46,6.6255,14.615,63.087,0.046273,855.76,334.86
0.47,7.1127,15.246,63.047,0.048079,855.75,334.86
0.48,7.6204,15.877,63.006,0.049888,855.73,334.86
0.49,8.1488,16.507,62.966,0.051702,855.71,334.86
0.5,8.6976,17.137,62.925,0.053518,855.69,334.86
0.51,9.2671,17.766,62.884,0.055371,855.68,334.85
0.52,9.857,18.395,62.844,0.057224,855.66,334.85
0.53,10.467,19.024,62.803,0.059078,855.64,334.85
0.54,11.098,19.652,62.762,0.060933,855.62,334.85
0.55,11.75,20.28,62.721,0.062788,855.59,334.85
0.56,12.422,20.907,62.68,0.064579,855.57,334.85
0.57,13.114,21.534,62.639,0.066373,855.55,334.85
0.58,13.827,22.16,62.598,0.06817,855.53,334.85
0.59,14.56,22.786,62.558,0.069968,855.5,334.85
0.6,15.314,23.412,62.517,0.071769,855.48,334.85
0.61,16.088,24.037,62.476,0.073574,855.45,334.85
0.62,16.883,24.662,62.434,0.07538,855.43,334.85
0.63,17.698,25.287,62.393,0.077187,855.4,334.84
0.64,18.533,25.911,62.352,0.078996,855.38,334.84
0.65,19.388,26.535,62.311,0.080805,855.35,334.84
0.66,20.264,27.158,62.269,0.082644,855.32,334.84
0.67,21.161,27.781,62.228,0.084483,855.29,334.84
0.68,22.077,28.403,62.186,0.086322,855.26,334.84
0.69,23.014,29.025,62.145,0.08816,855.23,334.84
0.7,23.971,29.647,62.11,0.089997,855.2,334.84
0.715,25.445,30.578,62.029,0.092818,855.15,334.84
0.7375,27.741,31.974,61.907,0.097044,855.08,334.83
0.77125,31.376,34.063,61.725,0.10333,854.96,334.83
0.82125,37.184,37.15,61.454,0.11265,854.77,334.82
0.87125,43.493,40.225,61.24,0.12189,854.57,334.81
0.92125,50.302,43.29,61.026,0.13094,854.34,334.81
0.97125,57.61,46.344,60.809,0.14001,854.11,334.8
1.0213,65.414,49.387,60.591,0.14909,853.86,334.79
1.0713,73.713,52.419,60.372,0.15816,853.59,334.78
1.1213,82.505,55.44,60.15,0.16725,853.3,334.77
1.1713,91.788,58.45,59.928,0.17625,853,334.76
1.2213,101.56,61.449,59.704,0.18524,852.68,334.74
1.2713,111.82,64.437,59.478,0.19417,852.35,334.73
1.3213,122.57,67.413,59.252,0.20306,852,334.72
1.3713,133.8,70.379,59.025,0.21183,851.64,334.71
1.4213,145.51,73.332,58.797,0.22062,851.26,334.69
1.4713,157.7,76.275,58.566,0.22946,850.86,334.68
1.5213,170.37,79.205,58.334,0.23818,850.45,334.66
1.5713,183.51,82.124,58.103,0.24682,850.03,334.65
1.6213,197.13,85.032,57.868,0.25551,849.58,334.63
1.6713,211.22,87.927,57.632,0.26421,849.13,334.61
1.7213,225.79,90.811,57.395,0.27287,848.66,334.6
1.7713,240.82,93.683,57.156,0.28152,848.17,334.58
1.8213,256.31,96.543,56.916,0.29013,847.67,334.56
1.8713,272.27,99.39,56.675,0.29866,847.15,334.54
1.9213,288.7,102.23,56.433,0.30712,846.62,334.52
1.9713,305.58,105.05,56.19,0.3156,846.07,334.5
2.0213,322.92,107.86,55.945,0.32405,845.51,334.48
2.0713,340.71,110.66,55.699,0.33246,844.96,334.46
2.1213,358.96,113.45,55.473,0.34081,844.4,334.44
2.1713,377.67,116.22,55.357,0.34911,843.82,334.41
2.2213,396.82,118.99,55.252,0.35741,843.23,334.39
2.2713,416.42,121.75,55.145,0.36565,842.62,334.37
2.3213,436.46,124.51,55.037,0.37393,842.01,334.34
2.3713,456.96,127.26,54.926,0.38226,841.37,334.32
2.4212,477.9,130.01,54.815,0.3905,840.73,334.29
2.4712,499.28,132.75,54.704,0.39869,840.07,334.27
2.5212,521.11,135.48,54.592,0.40686,839.39,334.24
2.5712,543.38,138.21,54.479,0.41502,838.71,334.21
2.6212,566.1,140.94,54.365,0.42317,838.01,334.19
2.6712,589.25,143.65,54.249,0.43132,837.29,334.16
2.7212,612.84,146.36,54.133,0.43943,836.56,334.13
2.7712,636.87,149.07,54.015,0.44758,835.82,334.1
2.8212,661.33,151.77,53.895,0.45574,835.07,334.07
2.8712,686.23,154.46,53.775,0.46386,834.3,334.04
2.9212,711.56,157.14,53.653,0.47193,833.52,334.01
2.9712,737.33,159.82,53.531,0.47996,832.72,333.98
3.0212,763.53,162.5,53.408,0.48798,831.92,333.95
3.0712,790.16,165.16,53.283,0.49606,831.09,333.92
3.1212,817.21,167.82,53.156,0.5041,830.26,333.88
3.1712,844.7,170.47,53.029,0.51207,829.41,333.85
3.2212,872.61,173.12,52.901,0.52003,828.55,333.82
3.2712,900.94,175.76,52.771,0.52797,827.68,333.78
3.3212,929.7,178.39,52.64,0.5359,826.79,333.75
3.3712,958.88,181.02,52.507,0.54385,825.89,333.71
3.4212,988.48,183.63,52.372,0.55183,824.98,333.68
3.4712,1018.5,186.25,52.237,0.5597,824.05,333.64
3.5212,1048.9,188.85,52.101,0.56751,823.11,333.61
3.5712,1079.8,191.45,51.963,0.57534,822.16,333.57
3.6212,1111.1,194.04,51.823,0.58316,821.19,333.53
3.6712,1142.8,196.62,51.682,0.59098,820.22,333.49
3.7212,1174.9,199.2,51.538,0.59882,819.23,333.46
3.7712,1207.4,201.77,51.392,0.60665,818.22,333.42
3.8212,1240.3,204.33,51.246,0.6144,817.21,333.38
3.8712,1273.6,206.89,51.098,0.62218,816.18,333.34
3.9212,1307.4,209.44,50.948,0.62991,815.14,333.3
3.9712,1341.5,211.98,50.797,0.63757,814.08,333.26
4.0212,1376.1,214.51,50.644,0.6453,813.02,333.21
4.0712,1411.1,217.04,50.489,0.65301,811.94,333.17
4.1212,1446.4,219.56,50.333,0.66067,810.85,333.13
4.1712,1482.2,222.07,50.175,0.66839,809.74,333.09
4.2212,1518.4,224.58,50.016,0.67602,808.63,333.04
4.2712,1554.9,227.08,49.856,0.68362,807.5,333
4.3212,1591.9,229.57,49.693,0.69124,806.36,332.95
4.3712,1629.3,232.05,49.53,0.69886,805.21,332.91
4.4212,1667.1,234.52,49.366,0.70639,804.04,332.86
4.4712,1705.3,236.99,49.203,0.71387,802.86,332.82
4.5212,1743.8,239.45,49.061,0.72138,801.67,332.77
4.5712,1782.8,241.9,49,0.72886,800.47,332.73
4.6212,1822.1,244.35,48.942,0.7364,799.26,332.68
4.6712,1861.9,246.8,48.882,0.7439,798.03,332.63
4.7212,1902,249.24,48.825,0.75131,796.79,332.58
4.7712,1942.6,251.68,48.767,0.75872,795.54,332.53
4.8212,1983.5,254.12,48.709,0.76614,794.31,332.48
4.8712,2024.8,256.55,48.65,0.77353,793.1,332.44
4.9212,2066.6,258.98,48.592,0.78093,791.88,332.38
4.9712,2108.7,261.41,48.532,0.78834,790.64,332.33
5.0212,2151.2,263.84,48.47,0.79583,789.39,332.28
5.0712,2194.1,266.26,48.41,0.80325,788.13,332.23
5.1212,2237.3,268.68,48.35,0.81061,786.86,332.18
5.1712,2281,271.1,48.291,0.81795,785.58,332.13
5.2212,2325.1,273.51,48.23,0.82537,784.29,332.07
5.2712,2369.5,275.92,48.168,0.83276,782.99,332.02
5.3212,2414.4,278.33,48.108,0.84007,781.67,331.97
5.3712,2459.6,280.73,48.047,0.84737,780.34,331.91
5.4212,2505.2,283.13,47.984,0.85472,779.01,331.86
5.4712,2551.2,285.53,47.918,0.86213,777.66,331.8
5.5212,2597.6,287.92,47.851,0.86954,776.3,331.75
5.5712,2644.3,290.31,47.784,0.87693,774.92,331.69
5.6212,2691.5,292.7,47.716,0.88428,773.54,331.63
5.6712,2739,295.08,47.648,0.89159,772.15,331.58
5.7212,2786.9,297.46,47.577,0.89893,770.74,331.52
5.7712,2835.2,299.83,47.509,0.9063,769.33,331.46
5.8212,2883.8,302.2,47.44,0.91367,767.9,331.4
5.8712,2932.9,304.57,47.368,0.92112,766.46,331.34
5.9212,2982.3,306.93,47.297,0.92845,765.01,331.29
5.9712,3032.1,309.29,47.226,0.93569,763.55,331.23
6.0212,3082.3,311.65,47.151,0.94303,762.08,331.17
6.0712,3132.8,314,47.074,0.95037,760.59,331.1
6.1212,3183.8,316.35,46.994,0.9576,759.1,331.04
6.1712,3235.1,318.7,46.914,0.96474,757.59,330.98
6.2212,3286.7,321.04,46.83,0.97196,756.08,330.92
6.2712,3338.8,323.37,46.742,0.97926,754.55,330.86
6.3212,3391.2,325.71,46.652,0.98656,753.01,330.79
6.3712,3444,328.03,46.563,0.99377,751.46,330.73
6.4212,3497.2,330.36,46.476,1.2009,749.9,330.67
6.4712,3550.7,332.68,46.424,1.1981,748.33,330.6
6.5212,3604.6,335,46.373,1.0154,746.75,330.54
6.5712,3658.9,337.32,46.338,1.0226,745.24,330.47
6.6212,3713.6,339.63,46.31,1.0298,743.72,330.41
6.6712,3768.6,341.95,46.283,1.0369,742.18,330.34
6.7212,3824,344.26,46.253,1.0441,740.64,330.27
6.7712,3879.8,346.57,46.223,1.0515,739.08,330.21
6.8212,3935.9,348.88,46.202,1.0587,737.52,330.14
6.8712,3992.4,351.19,46.185,1.0658,735.94,330.07
6.9212,4049.3,353.5,46.168,1.0731,734.36,330
6.9712,4106.6,355.81,46.151,1.0803,732.76,329.94
7.0212,4164.2,358.11,46.134,1.0875,731.15,329.87
7.0712,4222.2,360.42,46.12,1.0947,729.54,329.8
7.1212,4280.5,362.72,46.106,1.102,727.91,329.73
7.1712,4339.3,365.03,46.09,1.1093,726.27,329.66
7.2212,4398.4,367.33,46.077,1.1166,724.62,329.59
7.2712,4457.8,369.63,46.065,1.1239,722.96,329.51
7.3212,4517.7,371.93,46.053,1.1311,721.3,329.44
7.3712,4577.9,374.24,46.043,1.1384,719.62,329.37
7.4212,4638.4,376.53,46.031,1.1456,717.93,329.3
7.4712,4699.4,378.83,46.02,1.1529,716.23,329.22
7.5212,4760.7,381.13,46.01,1.1601,714.52,329.15
7.5712,4822.4,383.43,46,1.1673,712.8,329.08
7.6212,4884.4,385.72,45.991,1.1744,711.07,329
7.6712,4946.8,388.02,45.982,1.1815,709.33,328.93
7.7212,5009.6,390.31,45.967,1.1887,707.58,328.85
7.7712,5072.7,392.61,45.95,1.1959,705.82,328.78
7.8212,5136.2,394.9,45.932,1.2032,704.05,328.7
7.8712,5200.1,397.19,45.913,1.2104,702.27,328.62
7.9212,5264.3,399.49,45.893,1.2177,700.51,328.55
7.9712,5328.9,401.78,45.873,1.2249,698.8,328.47
8.0212,5393.9,404.07,45.85,1.2322,697.08,328.39
8.0712,5459.2,406.36,45.828,1.2395,695.35,328.31
8.1212,5524.9,408.65,45.811,1.2467,693.61,328.23
8.1712,5590.9,410.94,45.791,1.254,691.86,328.15
8.2212,5657.4,413.23,45.773,1.2613,690.1,328.07
8.2712,5724.2,415.51,45.758,1.2685,688.33,327.99
8.3212,5791.3,417.8,45.743,1.2758,686.55,327.91
8.3712,5858.9,420.09,45.73,1.2831,684.76,327.83
8.4212,5926.7,422.38,45.72,1.2903,682.96,327.75
8.4712,5995,424.66,45.714,1.2976,681.16,327.67
8.5212,6063.6,426.95,45.708,1.3049,679.34,327.59
8.5712,6132.6,429.23,45.704,1.3121,677.51,327.5
8.6212,6202,431.52,45.699,1.3195,675.68,327.42
8.6712,6271.7,433.8,45.695,1.3268,673.83,327.34
8.7212,6341.8,436.08,45.692,1.3342,671.97,327.25
8.7712,6412.3,438.37,45.688,1.3416,670.11,327.17
8.8212,6483.1,440.65,45.691,1.3489,668.23,327.08
8.8712,6554.3,442.93,45.696,1.3561,666.35,327
8.9212,6625.8,445.21,45.694,1.3634,664.45,326.91
8.9712,6697.7,447.5,45.693,1.3707,662.55,326.82
9.0212,6770,449.78,45.689,1.3781,660.63,326.74
9.0712,6842.6,452.06,45.678,1.3856,658.71,326.65
9.1212,6915.6,454.34,45.668,1.393,656.82,326.56
9.1712,6989,456.62,45.656,1.4004,654.98,326.48
9.2212,7062.7,458.9,45.649,1.4078,653.12,326.39
9.2712,7136.8,461.18,45.641,1.4152,651.26,326.3
9.3212,7211.2,463.46,45.635,1.4225,649.39,326.21
9.3712,7286,465.74,45.632,1.4298,647.51,326.12
9.4212,7361.2,468.02,45.625,1.4372,645.62,326.03
9.4713,7436.8,470.3,45.62,1.4447,643.72,325.94
9.5213,7512.7,472.58,45.618,1.452,641.81,325.85
9.5713,7588.9,474.86,45.618,1.4594,639.89,325.75
9.6213,7665.6,477.14,45.62,1.4667,637.97,325.66
9.6713,7742.6,479.42,45.62,1.4741,636.03,325.57
9.7213,7819.9,481.7,45.623,1.4816,634.09,325.48
9.7713,7897.7,483.98,45.629,1.489,632.13,325.38
9.8213,7975.8,486.26,45.629,1.4963,630.17,325.29
9.8713,8054.2,488.54,45.456,1.5038,628.2,325.2
9.9213,8133,490.82,45.221,1.5112,626.21,325.1
9.9713,8212.2,493.08,44.984,1.5186,624.22,325.01
10.021,8291.8,495.32,44.744,1.5261,622.22,324.91
10.071,8371.7,497.56,44.507,1.5336,620.22,324.82
10.121,8451.9,499.78,44.272,1.5409,618.2,324.72
10.171,8532.5,502,44.038,1.5482,616.18,324.62
10.221,8613.5,504.2,43.803,1.5554,614.25,324.52
10.271,8694.8,506.38,43.569,1.5626,612.31,324.43
10.321,8776.5,508.56,43.334,1.5698,610.37,324.33
10.371,8858.5,510.72,43.098,1.5769,608.41,324.23
10.421,8940.8,512.88,42.862,1.5841,606.45,324.13
10.471,9023.5,515.02,42.623,1.5912,604.48,324.03
10.521,9106.5,517.15,42.382,1.5983,602.5,323.93
10.571,9189.9,519.26,42.146,1.6053,600.51,323.83
10.621,9273.6,521.37,41.91,1.6123,598.51,323.73
10.671,9357.6,523.46,41.673,1.6193,596.51,323.63
10.721,9442,525.54,41.435,1.6263,594.5,323.53
10.771,9526.7,527.61,41.197,1.6333,592.48,323.43
10.821,9611.7,529.67,40.962,1.6402,590.45,323.33
10.871,9697,531.72,40.73,1.647,588.41,323.22
10.921,9782.7,533.75,40.495,1.654,586.37,323.12
10.971,9868.7,535.78,40.26,1.6609,584.32,323.02
11.021,9955,537.79,40.032,1.6676,582.26,322.91
11.071,10042,539.79,39.802,1.6745,580.19,322.81
11.121,10129,541.78,39.575,1.6812,578.12,322.71
11.171,10216,543.76,39.353,1.6878,576.1,322.6
11.221,10304,545.73,39.13,1.6944,574.12,322.5
11.271,10391,547.68,38.907,1.701,572.14,322.39
11.321,10480,549.63,38.684,1.7076,570.14,322.28
11.371,10568,551.56,38.462,1.7142,568.14,322.18
11.421,10657,553.48,38.241,1.7207,566.13,322.07
11.471,10746,555.39,38.02,1.7272,564.12,321.96
11.521,10836,557.29,37.799,1.7336,562.1,321.86
11.571,10925,559.18,37.578,1.74,560.07,321.75
11.621,11015,561.05,37.354,1.7464,558.03,321.64
11.671,11106,562.92,37.13,1.7528,555.99,321.53
11.721,11196,564.77,36.906,1.7591,553.94,321.42
11.771,11287,566.61,36.684,1.7653,551.89,321.31
11.821,11378,568.44,36.461,1.7715,549.83,321.21
11.871,11470,570.26,36.231,1.7777,547.76,321.1
11.921,11562,572.07,35.948,1.784,545.68,320.99
11.971,11654,573.87,35.645,1.7903,543.6,320.87
12.021,11746,575.65,35.339,1.7966,541.51,320.76
12.071,11839,577.41,35.033,1.8029,539.46,320.65
12.121,11932,579.16,34.732,1.809,537.47,320.54
12.171,12025,580.9,34.436,1.8149,535.47,320.43
12.221,12118,582.62,34.137,1.821,533.47,320.32
12.271,12212,584.33,33.841,1.827,531.47,320.2
12.321,12306,586.02,33.55,1.8329,529.45,320.09
12.371,12400,587.7,33.26,1.8388,527.43,319.98
12.421,12495,589.36,32.971,1.8446,525.41,319.86
12.471,12590,591.01,32.687,1.8503,523.38,319.75
12.521,12685,592.64,32.404,1.856,521.34,319.64
12.571,12780,594.26,32.118,1.8618,519.3,319.52
12.621,12876,595.86,31.834,1.8676,517.25,319.41
12.671,12971,597.45,31.553,1.8732,515.2,319.29
12.721,13067,599.03,31.271,1.8788,513.14,319.18
12.771,13164,600.59,30.986,1.8844,511.08,319.06
12.821,13260,602.13,30.7,1.89,509.01,318.95
12.871,13357,603.66,30.414,1.8955,506.94,318.83
12.921,13454,605.18,30.13,1.901,504.87,318.71
12.971,13552,606.68,29.843,1.9063,502.9,318.6
13.021,13649,608.17,29.549,1.9117,500.92,318.48
13.071,13747,609.65,29.261,1.9169,498.94,318.36
13.121,13845,611.1,28.97,1.9221,496.95,318.24
13.171,13943,612.55,28.668,1.9276,494.96,318.13
13.221,14042,613.98,28.372,1.9328,492.97,318.01
13.271,14140,615.4,28.081,1.9379,490.97,317.89
13.321,14239,616.8,27.786,1.9431,488.96,317.77
13.371,14338,618.18,27.49,1.9483,486.95,317.65
13.421,14438,619.56,27.197,1.9534,484.94,317.53
13.471,14537,620.92,26.908,1.9584,482.92,317.41
13.521,14637,622.26,26.62,1.9633,480.9,317.29
13.571,14737,623.59,26.337,1.9682,478.87,317.17
13.621,14837,624.91,26.053,1.9731,476.84,317.05
13.671,14937,626.21,25.769,1.978,474.8,316.93
13.721,15038,627.5,20.93,1.9829,472.76,316.81
13.771,15139,628.54,2.0446,1.9869,470.78,316.69
13.821,15240,628.59,15.534,1.9879,468.84,316.57
13.871,15341,627.82,17.199,1.9862,466.91,316.45
13.921,15441,626.97,17.719,1.9843,464.98,316.33
13.971,15542,626.09,18.239,1.9823,463.05,316.21
14.021,15642,625.19,18.759,1.9801,461.13,316.09
14.071,15742,624.26,19.276,1.9779,459.2,315.97
14.121,15842,623.3,19.792,1.9757,457.28,315.85
14.171,15942,622.32,20.303,1.9734,455.37,315.73
14.221,16042,621.31,20.814,1.971,453.45,315.61
14.271,16142,620.28,21.327,1.9683,451.54,315.49
14.321,16241,619.22,21.836,1.9656,449.64,315.37
14.371,16340,618.14,22.337,1.963,447.73,315.25
14.421,16439,617.03,22.839,1.9603,445.83,315.13
14.471,16538,615.89,23.341,1.9575,443.94,315.01
14.521,16637,614.73,23.659,1.9546,442.05,314.89
14.571,16735,613.56,23.582,1.9516,440.17,314.77
14.621,16834,612.38,23.494,1.9487,438.38,314.66
14.671,16932,611.21,23.406,1.9458,436.61,314.54
14.721,17030,610.05,23.321,1.9428,434.83,314.42
14.771,17128,608.89,23.237,1.9398,433.06,314.3
14.821,17225,607.73,23.154,1.9369,431.29,314.19
14.871,17323,606.58,23.072,1.9339,429.52,314.07
14.921,17420,605.43,22.992,1.931,427.76,313.95
14.971,17517,604.28,22.913,1.9281,426,313.84
15.021,17613,603.14,22.836,1.9251,424.25,313.72
15.071,17710,602.01,22.76,1.9222,422.5,313.6
15.121,17807,600.87,22.687,1.9191,420.75,313.49
15.171,17903,599.75,22.614,1.9161,419,313.37
15.221,17999,598.62,22.541,1.9132,417.26,313.26
15.271,18095,597.5,22.467,1.9103,415.52,313.14
15.321,18190,596.38,22.394,1.9074,413.79,313.03
15.371,18286,595.27,22.319,1.9046,412.06,312.91
15.421,18381,594.16,22.244,1.9018,410.34,312.8
15.471,18476,593.06,22.174,1.8989,408.71,312.68
15.521,18571,591.96,22.102,1.896,407.09,312.57
15.571,18666,590.86,22.029,1.8932,405.46,312.46
15.621,18761,589.76,21.956,1.8903,403.84,312.34
15.671,18855,588.67,21.881,1.8875,402.23,312.23
15.721,18949,587.58,21.806,1.8848,400.61,312.12
15.771,19044,586.5,21.73,1.882,399,312
15.821,19137,585.42,21.654,1.8793,397.39,311.89
15.871,19231,584.35,21.578,1.8766,395.79,311.78
15.921,19325,583.27,21.506,1.8737,394.19,311.66
15.971,19418,582.2,21.434,1.8709,392.59,311.55
16.021,19511,581.14,21.363,1.8681,390.99,311.44
16.071,19604,580.08,21.291,1.8653,389.4,311.33
16.121,19697,579.02,21.221,1.8626,387.81,311.22
16.171,19790,577.96,21.149,1.8599,386.22,311.11
16.221,19882,576.91,21.08,1.8572,384.64,311
16.271,19975,575.86,21.014,1.8544,383.06,310.88
16.321,20067,574.82,20.949,1.8517,381.53,310.77
16.371,20159,573.77,20.886,1.8489,380.05,310.66
16.421,20251,572.74,20.822,1.8463,378.56,310.55
16.471,20342,571.7,20.757,1.8438,377.08,310.44
16.521,20434,570.67,20.695,1.8412,375.6,310.33
16.571,20525,569.64,20.634,1.8386,374.13,310.22
16.621,20616,568.61,20.574,1.836,372.65,310.11
16.671,20707,567.59,20.513,1.8334,371.18,310
16.721,20798,566.57,20.453,1.8308,369.72,309.9
16.771,20889,565.55,20.395,1.8282,368.25,309.79
16.821,20979,564.54,20.34,1.8254,366.79,309.68
16.871,21070,563.53,20.283,1.8227,365.33,309.57
16.921,21160,562.52,20.223,1.8202,363.87,309.46
16.971,21250,561.52,20.163,1.8177,362.42,309.35
17.021,21340,560.52,20.105,1.815,360.96,309.25
17.071,21429,559.52,20.044,1.8125,359.51,309.14
17.121,21519,558.53,19.984,1.8099,358.07,309.03
17.171,21608,557.54,19.925,1.8072,356.62,308.92
17.221,21697,556.55,19.867,1.8046,355.23,308.82
17.271,21786,555.56,19.81,1.8019,353.87,308.71
17.321,21875,554.58,19.751,1.7992,352.52,308.6
17.371,21964,553.6,19.69,1.7967,351.17,308.5
17.421,22052,552.62,19.627,1.7942,349.82,308.39
17.471,22141,551.65,19.566,1.7917,348.47,308.28
17.521,22229,550.68,19.505,1.7892,347.12,308.18
17.571,22317,549.71,19.445,1.7866,345.78,308.07
17.621,22405,548.74,19.386,1.7841,344.44,307.97
17.671,22493,547.78,19.328,1.7815,343.1,307.86
17.721,22580,546.82,19.271,1.7789,341.77,307.76
17.771,22667,545.86,19.212,1.7765,340.44,307.65
17.821,22755,544.91,19.156,1.774,339.11,307.55
17.871,22842,543.95,19.103,1.7714,337.78,307.44
17.921,22929,543,19.049,1.7689,336.45,307.34
17.971,23016,542.06,18.995,1.7665,335.13,307.23
18.021,23102,541.11,18.941,1.7641,333.81,307.13
18.071,23189,540.17,18.89,1.7616,332.49,307.03
18.121,23275,539.23,18.839,1.7592,331.17,306.92
18.171,23361,538.3,18.792,1.7567,329.93,306.82
18.221,23447,537.37,18.744,1.7543,328.69,306.72
18.271,23533,536.43,18.696,1.752,327.46,306.61
18.321,23619,535.51,18.65,1.7496,326.22,306.51
18.371,23704,534.58,18.605,1.7472,325,306.41
18.421,23790,533.66,18.56,1.7448,323.77,306.3
18.471,23875,532.74,18.514,1.7424,322.54,306.2
18.521,23960,531.82,18.467,1.7401,321.32,306.1
18.571,24045,530.9,18.423,1.7377,320.1,306
18.621,24130,529.99,18.38,1.7352,318.88,305.9
18.671,24215,529.08,18.335,1.7328,317.67,305.79
18.721,24299,528.17,18.288,1.7304,316.45,305.69
18.771,24384,527.26,18.239,1.7281,315.24,305.59
18.821,24468,526.36,18.19,1.7258,314.03,305.49
18.871,24552,525.46,18.141,1.7235,312.82,305.39
18.921,24636,524.56,18.091,1.7211,311.62,305.29
18.971,24720,523.66,18.042,1.7187,310.41,305.19
19.021,24803,522.77,17.994,1.7163,309.21,305.09
19.071,24887,521.88,17.944,1.7139,308.01,304.99
19.121,24970,520.99,17.894,1.7116,306.85,304.89
19.171,25053,520.1,17.846,1.7092,305.73,304.79
19.221,25136,519.21,17.798,1.7068,304.6,304.69
19.271,25219,518.33,17.75,1.7045,303.48,304.59
19.321,25302,517.45,17.705,1.7021,302.36,304.49
19.371,25384,516.57,17.658,1.6997,301.24,304.39
19.421,25467,515.7,17.609,1.6975,300.13,304.29
19.471,25549,514.82,17.563,1.6952,299.02,304.19
19.521,25631,513.95,17.519,1.6929,297.9,304.09
19.571,25713,513.08,17.475,1.6905,296.79,303.99
19.621,25795,512.22,17.432,1.6881,295.69,303.9
19.671,25877,511.35,17.391,1.6857,294.58,303.8
19.721,25959,510.49,17.35,1.6834,293.48,303.7
19.771,26040,509.63,17.31,1.6809,292.38,303.6
19.821,26121,508.77,17.272,1.6785,291.28,303.5
19.871,26203,507.91,17.233,1.6761,290.18,303.41
19.921,26284,507.06,17.192,1.6738,289.08,303.31
19.971,26365,506.21,17.149,1.6717,287.99,303.21
20.021,26445,505.36,17.108,1.6696,286.89,303.12
20.071,26526,504.51,17.069,1.6673,285.8,303.02
20.121,26606,503.66,17.031,1.665,284.75,302.92
20.171,26687,502.82,16.994,1.6627,283.72,302.83
20.221,26767,501.98,16.956,1.6604,282.7,302.73
20.271,26847,501.14,16.918,1.6582,281.68,302.63
20.321,26927,500.3,16.88,1.6561,280.67,302.54
20.371,27007,499.47,16.842,1.6538,279.65,302.44
20.421,27086,498.63,16.804,1.6516,278.64,302.35
20.471,27166,497.8,16.768,1.6493,277.63,302.25
20.521,27245,496.97,16.73,1.6471,276.62,302.16
20.571,27325,496.14,16.691,1.6449,275.61,302.06
20.621,27404,495.32,16.65,1.6429,274.6,301.96
20.671,27483,494.49,16.613,1.6406,273.6,301.87
20.721,27562,493.67,16.576,1.6383,272.59,301.78
20.771,27640,492.85,16.54,1.636,271.59,301.68
20.821,27719,492.03,16.503,1.6337,270.59,301.59
20.871,27797,491.21,16.465,1.6316,269.59,301.49
20.921,27876,490.4,16.427,1.6293,268.6,301.4
