time,altitude_m,desired_theta_rad,desired_theta_deg,mount_theta_rad,mount_theta_deg,mount_ang_vel_rad_s,mount_ang_vel_deg_s,tracking_error_deg,distance_m,rx_gain_dbi,fspl_db,pr_dbm,snr_db
0.0,4.27436e-05,1.558165645960909e-07,8.927631529583573e-06,3.1175062531474396e-13,1.7861995091099112e-11,3.1163312907978025e-07,1.7855263052727012e-05,8.927613664368415e-06,274.32000000000335,8.999999999999686,80.44135454535021,-57.44135454535052,59.58954532456892
0.05,8.519119,0.03104542819446446,1.778772008719265,0.004363338711954157,0.250000892781022,0.08726677423284557,5.000017855263053,1.5287711159382478,274.45225047089,8.990723230264024,80.44554102896325,-57.454817798699224,59.57608207122021
0.1,17.04207,0.06204504255455474,3.5549190780855784,0.012795136661059026,0.7331073289717943,0.16863595898209738,9.662128723815446,2.821811749113793,274.8488576470437,8.968385084781245,80.45808382820195,-57.4896987434207,59.541201126498734
0.15,22.72293,0.0826449855055191,4.735208867386107,0.020996936045690973,1.2030358181242007,0.16403598769263894,9.398569783048126,3.532173049261908,275.25950292003523,8.950452753296515,80.47105152853078,-57.52059877523426,59.510301094685175
0.2,28.40646,0.10318450511630461,5.912036654310304,0.03044946497536749,1.7446258315199783,0.1890505785935339,10.83180026791576,4.16741082279032,275.78685496181936,8.931011574304899,80.487676347725,-57.5566647734201,59.474235096499335
0.25,34.09096,0.12364051760190498,7.084079835402122,0.040868918593613746,2.3416165486778038,0.20838907236492243,11.939814343156353,4.742463286724312,276.4302008712536,8.910635550974368,80.50791488993441,-57.59727933896004,59.433620530959395
0.3,39.77641,0.1439964574120104,8.250389274543496,0.052175321094639404,2.9894256934627323,0.22612805002051228,12.956182895698522,5.2609635810807704,277.1887898030656,8.889997614784807,80.53171835035434,-57.641720735569535,59.3891791343499
0.35,45.46281,0.16423632359223256,9.410048184579797,0.06427476771231833,3.6826729190995735,0.24198893235357843,13.864944512736823,5.727375265480214,278.06173683751615,8.869594419593206,80.55902972597465,-57.68943530638145,59.34146456353799
0.4,53.99334,0.1943418934595338,11.134970277812384,0.07908209261200216,4.531070141730432,0.29614649799367676,16.96794445261718,6.603900136081938,279.5831596580087,8.826529658696028,80.60642527674096,-57.77989561804493,59.251004251874505
0.45,62.52602,0.22410241177962836,12.84012237367557,0.09507944387080602,5.447650852248189,0.31994702517607365,18.331614210354914,7.392471521427384,281.3555856510412,8.782505510039297,80.66131593256085,-57.87881042252155,59.152089447397884
0.5,68.21626,0.24373030284109626,13.964717692240233,0.11030758374810157,6.32015899705209,0.3045627975459091,17.450162896077938,7.644558695188152,282.6745841570968,8.76737419517408,80.70194034222568,-57.934566147051605,59.09633372286783
0.55,73.90744,0.26317165952458693,15.078625378212704,0.12601531300636948,7.220145589285001,0.31415458516536,17.99973184465831,7.858479788927694,284.1016932145136,8.754131014833174,80.74568154476212,-57.99155052992894,59.039349339990494
0.6,82.44514,0.2919555011196225,16.72781801978135,0.1439169430513716,8.245833437268212,0.35803260090004146,20.513756959664175,8.481984582513133,286.4413788362631,8.713418627828885,80.8169202154673,-58.10350158763842,58.92739828228102
